,place,tw_visit,ym
413,Bent's_Old_Fort_NHS_(BEOL),0.0,2014_10
414,Bent's_Old_Fort_NHS_(BEOL),2.0,2014_11
415,Bent's_Old_Fort_NHS_(BEOL),0.0,2014_12
416,Bent's_Old_Fort_NHS_(BEOL),1.0,2015_01
417,Bent's_Old_Fort_NHS_(BEOL),1.0,2015_02
418,Bent's_Old_Fort_NHS_(BEOL),0.0,2015_03
419,Bent's_Old_Fort_NHS_(BEOL),1.0,2015_04
420,Bent's_Old_Fort_NHS_(BEOL),0.0,2015_05
421,Bent's_Old_Fort_NHS_(BEOL),1.0,2015_06
422,Bent's_Old_Fort_NHS_(BEOL),1.0,2015_07
423,Bent's_Old_Fort_NHS_(BEOL),0.0,2015_08
424,Bent's_Old_Fort_NHS_(BEOL),2.0,2015_09
425,Bent's_Old_Fort_NHS_(BEOL),0.0,2015_10
426,Bent's_Old_Fort_NHS_(BEOL),0.0,2015_11
427,Bent's_Old_Fort_NHS_(BEOL),0.0,2015_12
428,Bent's_Old_Fort_NHS_(BEOL),0.0,2016_01
429,Bent's_Old_Fort_NHS_(BEOL),1.0,2016_02
430,Bent's_Old_Fort_NHS_(BEOL),1.0,2016_03
431,Bent's_Old_Fort_NHS_(BEOL),1.0,2016_04
432,Bent's_Old_Fort_NHS_(BEOL),1.0,2016_05
433,Bent's_Old_Fort_NHS_(BEOL),3.0,2016_06
434,Bent's_Old_Fort_NHS_(BEOL),1.0,2016_07
435,Bent's_Old_Fort_NHS_(BEOL),0.0,2016_08
436,Bering_Land_Bridge_NPRES_(BELA),1.0,2014_01
437,Bering_Land_Bridge_NPRES_(BELA),0.0,2014_02
438,Bering_Land_Bridge_NPRES_(BELA),3.0,2014_03
439,Bering_Land_Bridge_NPRES_(BELA),2.0,2014_04
440,Bering_Land_Bridge_NPRES_(BELA),0.0,2014_05
441,Bering_Land_Bridge_NPRES_(BELA),0.0,2014_06
442,Bering_Land_Bridge_NPRES_(BELA),1.0,2014_07
443,Bering_Land_Bridge_NPRES_(BELA),1.0,2014_08
444,Bering_Land_Bridge_NPRES_(BELA),1.0,2014_09
445,Bering_Land_Bridge_NPRES_(BELA),0.0,2014_10
446,Bering_Land_Bridge_NPRES_(BELA),0.0,2014_11
447,Bering_Land_Bridge_NPRES_(BELA),1.0,2014_12
448,Bering_Land_Bridge_NPRES_(BELA),0.0,2015_01
449,Bering_Land_Bridge_NPRES_(BELA),0.0,2015_02
450,Bering_Land_Bridge_NPRES_(BELA),4.0,2015_03
451,Bering_Land_Bridge_NPRES_(BELA),6.0,2015_04
452,Bering_Land_Bridge_NPRES_(BELA),1.0,2015_05
453,Bering_Land_Bridge_NPRES_(BELA),1.0,2015_06
454,Bering_Land_Bridge_NPRES_(BELA),4.0,2015_07
455,Bering_Land_Bridge_NPRES_(BELA),1.0,2015_08
456,Bering_Land_Bridge_NPRES_(BELA),2.0,2015_09
457,Bering_Land_Bridge_NPRES_(BELA),2.0,2015_10
458,Bering_Land_Bridge_NPRES_(BELA),0.0,2015_11
459,Bering_Land_Bridge_NPRES_(BELA),4.0,2015_12
460,Bering_Land_Bridge_NPRES_(BELA),3.0,2016_01
461,Bering_Land_Bridge_NPRES_(BELA),4.0,2016_02
462,Bering_Land_Bridge_NPRES_(BELA),1.0,2016_03
463,Bering_Land_Bridge_NPRES_(BELA),5.0,2016_04
464,Bering_Land_Bridge_NPRES_(BELA),1.0,2016_05
465,Bering_Land_Bridge_NPRES_(BELA),12.0,2016_06
466,Bering_Land_Bridge_NPRES_(BELA),4.0,2016_07
467,Bering_Land_Bridge_NPRES_(BELA),3.0,2016_08
468,Big_Bend_NP_(BIBE),25.0,2014_01
469,Big_Bend_NP_(BIBE),17.0,2014_02
470,Big_Bend_NP_(BIBE),55.0,2014_03
471,Big_Bend_NP_(BIBE),29.0,2014_04
472,Big_Bend_NP_(BIBE),27.0,2014_05
473,Big_Bend_NP_(BIBE),25.0,2014_06
474,Big_Bend_NP_(BIBE),21.0,2014_07
475,Big_Bend_NP_(BIBE),18.0,2014_08
476,Big_Bend_NP_(BIBE),32.0,2014_09
477,Big_Bend_NP_(BIBE),21.0,2014_10
478,Big_Bend_NP_(BIBE),22.0,2014_11
479,Big_Bend_NP_(BIBE),18.0,2014_12
480,Big_Bend_NP_(BIBE),23.0,2015_01
481,Big_Bend_NP_(BIBE),24.0,2015_02
482,Big_Bend_NP_(BIBE),49.0,2015_03
483,Big_Bend_NP_(BIBE),44.0,2015_04
484,Big_Bend_NP_(BIBE),60.0,2015_05
485,Big_Bend_NP_(BIBE),26.0,2015_06
486,Big_Bend_NP_(BIBE),24.0,2015_07
487,Big_Bend_NP_(BIBE),44.0,2015_08
488,Big_Bend_NP_(BIBE),51.0,2015_09
489,Big_Bend_NP_(BIBE),51.0,2015_10
490,Big_Bend_NP_(BIBE),61.0,2015_11
491,Big_Bend_NP_(BIBE),75.0,2015_12
492,Big_Bend_NP_(BIBE),65.0,2016_01
493,Big_Bend_NP_(BIBE),54.0,2016_02
494,Big_Bend_NP_(BIBE),141.0,2016_03
495,Big_Bend_NP_(BIBE),104.0,2016_04
496,Big_Bend_NP_(BIBE),73.0,2016_05
497,Big_Bend_NP_(BIBE),91.0,2016_06
498,Big_Bend_NP_(BIBE),64.0,2016_07
499,Big_Bend_NP_(BIBE),75.0,2016_08
500,Big_Hole_NB_(BIHO),1.0,2014_05
501,Big_Hole_NB_(BIHO),0.0,2014_06
502,Big_Hole_NB_(BIHO),0.0,2014_07
503,Big_Hole_NB_(BIHO),0.0,2014_08
504,Big_Hole_NB_(BIHO),0.0,2014_09
505,Big_Hole_NB_(BIHO),0.0,2014_10
506,Big_Hole_NB_(BIHO),0.0,2014_11
507,Big_Hole_NB_(BIHO),0.0,2014_12
508,Big_Hole_NB_(BIHO),0.0,2015_01
509,Big_Hole_NB_(BIHO),0.0,2015_02
510,Big_Hole_NB_(BIHO),0.0,2015_03
511,Big_Hole_NB_(BIHO),0.0,2015_04
512,Big_Hole_NB_(BIHO),0.0,2015_05
513,Big_Hole_NB_(BIHO),0.0,2015_06
514,Big_Hole_NB_(BIHO),0.0,2015_07
515,Big_Hole_NB_(BIHO),1.0,2015_08
516,Big_Hole_NB_(BIHO),0.0,2015_09
517,Big_Hole_NB_(BIHO),0.0,2015_10
518,Big_Hole_NB_(BIHO),0.0,2015_11
519,Big_Hole_NB_(BIHO),0.0,2015_12
520,Big_Hole_NB_(BIHO),0.0,2016_01
521,Big_Hole_NB_(BIHO),0.0,2016_02
522,Big_Hole_NB_(BIHO),0.0,2016_03
523,Big_Hole_NB_(BIHO),0.0,2016_04
524,Big_Hole_NB_(BIHO),0.0,2016_05
525,Big_Hole_NB_(BIHO),0.0,2016_06
526,Big_Hole_NB_(BIHO),0.0,2016_07
527,Big_Hole_NB_(BIHO),0.0,2016_08
528,Bighorn_Canyon_NRA,3.0,2014_01
529,Bighorn_Canyon_NRA,1.0,2014_02
530,Bighorn_Canyon_NRA,1.0,2014_03
531,Bighorn_Canyon_NRA,0.0,2014_04
532,Bighorn_Canyon_NRA,1.0,2014_05
533,Bighorn_Canyon_NRA,5.0,2014_06
534,Bighorn_Canyon_NRA,9.0,2014_07
535,Bighorn_Canyon_NRA,6.0,2014_08
536,Bighorn_Canyon_NRA,3.0,2014_09
537,Bighorn_Canyon_NRA,0.0,2014_10
538,Bighorn_Canyon_NRA,0.0,2014_11
539,Bighorn_Canyon_NRA,0.0,2014_12
540,Bighorn_Canyon_NRA,1.0,2015_01
541,Bighorn_Canyon_NRA,1.0,2015_02
542,Bighorn_Canyon_NRA,1.0,2015_03
543,Bighorn_Canyon_NRA,1.0,2015_04
544,Bighorn_Canyon_NRA,0.0,2015_05
545,Bighorn_Canyon_NRA,2.0,2015_06
546,Bighorn_Canyon_NRA,1.0,2015_07
547,Bighorn_Canyon_NRA,5.0,2015_08
548,Bighorn_Canyon_NRA,1.0,2015_09
549,Bighorn_Canyon_NRA,7.0,2015_10
550,Bighorn_Canyon_NRA,3.0,2015_11
551,Bighorn_Canyon_NRA,0.0,2015_12
552,Bighorn_Canyon_NRA,2.0,2016_01
553,Bighorn_Canyon_NRA,2.0,2016_02
554,Bighorn_Canyon_NRA,2.0,2016_03
555,Bighorn_Canyon_NRA,1.0,2016_04
556,Bighorn_Canyon_NRA,3.0,2016_05
557,Bighorn_Canyon_NRA,17.0,2016_06
558,Bighorn_Canyon_NRA,3.0,2016_07
559,Bighorn_Canyon_NRA,8.0,2016_08
560,Biscayne_NP,49.0,2014_06
561,Biscayne_NP,76.0,2014_07
562,Biscayne_NP,71.0,2014_08
563,Biscayne_NP,37.0,2014_09
564,Biscayne_NP,33.0,2014_10
565,Biscayne_NP,28.0,2014_11
566,Biscayne_NP,32.0,2014_12
567,Biscayne_NP,42.0,2015_01
568,Biscayne_NP,37.0,2015_02
569,Biscayne_NP,60.0,2015_03
570,Biscayne_NP,68.0,2015_04
571,Biscayne_NP,67.0,2015_05
572,Biscayne_NP,42.0,2015_06
573,Biscayne_NP,49.0,2015_07
574,Biscayne_NP,46.0,2015_08
575,Biscayne_NP,37.0,2015_09
576,Biscayne_NP,37.0,2015_10
577,Biscayne_NP,27.0,2015_11
578,Biscayne_NP,54.0,2015_12
579,Biscayne_NP,52.0,2016_01
580,Biscayne_NP,58.0,2016_02
581,Biscayne_NP,90.0,2016_03
582,Biscayne_NP,98.0,2016_04
583,Biscayne_NP,67.0,2016_05
584,Biscayne_NP,79.0,2016_06
585,Biscayne_NP,80.0,2016_07
586,Biscayne_NP,64.0,2016_08
587,Black_Canyon_of_the_Gunnison_NP,1.0,2014_12
588,Black_Canyon_of_the_Gunnison_NP,0.0,2015_01
589,Black_Canyon_of_the_Gunnison_NP,0.0,2015_02
590,Black_Canyon_of_the_Gunnison_NP,0.0,2015_03
591,Black_Canyon_of_the_Gunnison_NP,0.0,2015_04
592,Black_Canyon_of_the_Gunnison_NP,0.0,2015_05
593,Black_Canyon_of_the_Gunnison_NP,0.0,2015_06
594,Black_Canyon_of_the_Gunnison_NP,1.0,2015_07
595,Black_Canyon_of_the_Gunnison_NP,0.0,2015_08
596,Black_Canyon_of_the_Gunnison_NP,0.0,2015_09
597,Black_Canyon_of_the_Gunnison_NP,0.0,2015_10
598,Black_Canyon_of_the_Gunnison_NP,0.0,2015_11
599,Black_Canyon_of_the_Gunnison_NP,0.0,2015_12
600,Black_Canyon_of_the_Gunnison_NP,0.0,2016_01
601,Black_Canyon_of_the_Gunnison_NP,0.0,2016_02
602,Black_Canyon_of_the_Gunnison_NP,0.0,2016_03
603,Black_Canyon_of_the_Gunnison_NP,0.0,2016_04
604,Black_Canyon_of_the_Gunnison_NP,0.0,2016_05
605,Black_Canyon_of_the_Gunnison_NP,2.0,2016_06
606,Black_Canyon_of_the_Gunnison_NP,0.0,2016_07
607,Black_Canyon_of_the_Gunnison_NP,1.0,2016_08
608,Blue_Ridge_PKWY,65.0,2014_01
609,Blue_Ridge_PKWY,107.0,2014_02
610,Blue_Ridge_PKWY,123.0,2014_03
611,Blue_Ridge_PKWY,123.0,2014_04
612,Blue_Ridge_PKWY,134.0,2014_05
613,Blue_Ridge_PKWY,125.0,2014_06
614,Blue_Ridge_PKWY,110.0,2014_07
615,Blue_Ridge_PKWY,87.0,2014_08
616,Blue_Ridge_PKWY,91.0,2014_09
617,Blue_Ridge_PKWY,119.0,2014_10
618,Blue_Ridge_PKWY,102.0,2014_11
619,Blue_Ridge_PKWY,112.0,2014_12
620,Blue_Ridge_PKWY,73.0,2015_01
621,Blue_Ridge_PKWY,58.0,2015_02
622,Blue_Ridge_PKWY,93.0,2015_03
623,Blue_Ridge_PKWY,81.0,2015_04
624,Blue_Ridge_PKWY,63.0,2015_05
625,Blue_Ridge_PKWY,54.0,2015_06
626,Blue_Ridge_PKWY,51.0,2015_07
627,Blue_Ridge_PKWY,86.0,2015_08
628,Blue_Ridge_PKWY,65.0,2015_09
629,Blue_Ridge_PKWY,146.0,2015_10
630,Blue_Ridge_PKWY,85.0,2015_11
631,Blue_Ridge_PKWY,34.0,2015_12
632,Blue_Ridge_PKWY,83.0,2016_01
633,Blue_Ridge_PKWY,107.0,2016_02
634,Blue_Ridge_PKWY,262.0,2016_03
635,Blue_Ridge_PKWY,217.0,2016_04
636,Blue_Ridge_PKWY,130.0,2016_05
637,Blue_Ridge_PKWY,303.0,2016_06
638,Blue_Ridge_PKWY,452.0,2016_07
639,Blue_Ridge_PKWY,366.0,2016_08
640,Brown_v._Board_of_Education_NHS,2.0,2014_03
641,Brown_v._Board_of_Education_NHS,2.0,2014_04
642,Brown_v._Board_of_Education_NHS,11.0,2014_05
643,Brown_v._Board_of_Education_NHS,4.0,2014_06
644,Brown_v._Board_of_Education_NHS,5.0,2014_07
645,Brown_v._Board_of_Education_NHS,3.0,2014_08
646,Brown_v._Board_of_Education_NHS,5.0,2014_09
647,Brown_v._Board_of_Education_NHS,3.0,2014_10
648,Brown_v._Board_of_Education_NHS,1.0,2014_11
649,Brown_v._Board_of_Education_NHS,1.0,2014_12
650,Brown_v._Board_of_Education_NHS,1.0,2015_01
651,Brown_v._Board_of_Education_NHS,2.0,2015_02
652,Brown_v._Board_of_Education_NHS,5.0,2015_03
653,Brown_v._Board_of_Education_NHS,5.0,2015_04
654,Brown_v._Board_of_Education_NHS,5.0,2015_05
655,Brown_v._Board_of_Education_NHS,3.0,2015_06
656,Brown_v._Board_of_Education_NHS,1.0,2015_07
657,Brown_v._Board_of_Education_NHS,4.0,2015_08
658,Brown_v._Board_of_Education_NHS,2.0,2015_09
659,Brown_v._Board_of_Education_NHS,1.0,2015_10
660,Brown_v._Board_of_Education_NHS,1.0,2015_11
661,Brown_v._Board_of_Education_NHS,2.0,2015_12
662,Brown_v._Board_of_Education_NHS,4.0,2016_01
663,Brown_v._Board_of_Education_NHS,4.0,2016_02
664,Brown_v._Board_of_Education_NHS,6.0,2016_03
665,Brown_v._Board_of_Education_NHS,1.0,2016_04
666,Brown_v._Board_of_Education_NHS,5.0,2016_05
667,Brown_v._Board_of_Education_NHS,0.0,2016_06
668,Brown_v._Board_of_Education_NHS,4.0,2016_07
669,Brown_v._Board_of_Education_NHS,4.0,2016_08
670,Brown_v._Board_of_Education_NHS_[larger],1.0,2014_02
671,Brown_v._Board_of_Education_NHS_[larger],3.0,2014_03
672,Brown_v._Board_of_Education_NHS_[larger],2.0,2014_04
673,Brown_v._Board_of_Education_NHS_[larger],11.0,2014_05
674,Brown_v._Board_of_Education_NHS_[larger],5.0,2014_06
675,Brown_v._Board_of_Education_NHS_[larger],5.0,2014_07
676,Brown_v._Board_of_Education_NHS_[larger],3.0,2014_08
677,Brown_v._Board_of_Education_NHS_[larger],5.0,2014_09
678,Brown_v._Board_of_Education_NHS_[larger],3.0,2014_10
679,Brown_v._Board_of_Education_NHS_[larger],2.0,2014_11
680,Brown_v._Board_of_Education_NHS_[larger],1.0,2014_12
681,Brown_v._Board_of_Education_NHS_[larger],1.0,2015_01
682,Brown_v._Board_of_Education_NHS_[larger],2.0,2015_02
683,Brown_v._Board_of_Education_NHS_[larger],5.0,2015_03
684,Brown_v._Board_of_Education_NHS_[larger],5.0,2015_04
685,Brown_v._Board_of_Education_NHS_[larger],5.0,2015_05
686,Brown_v._Board_of_Education_NHS_[larger],3.0,2015_06
687,Brown_v._Board_of_Education_NHS_[larger],1.0,2015_07
688,Brown_v._Board_of_Education_NHS_[larger],4.0,2015_08
689,Brown_v._Board_of_Education_NHS_[larger],2.0,2015_09
690,Brown_v._Board_of_Education_NHS_[larger],1.0,2015_10
691,Brown_v._Board_of_Education_NHS_[larger],1.0,2015_11
692,Brown_v._Board_of_Education_NHS_[larger],2.0,2015_12
693,Brown_v._Board_of_Education_NHS_[larger],4.0,2016_01
694,Brown_v._Board_of_Education_NHS_[larger],4.0,2016_02
695,Brown_v._Board_of_Education_NHS_[larger],8.0,2016_03
696,Brown_v._Board_of_Education_NHS_[larger],1.0,2016_04
697,Brown_v._Board_of_Education_NHS_[larger],5.0,2016_05
698,Brown_v._Board_of_Education_NHS_[larger],0.0,2016_06
699,Brown_v._Board_of_Education_NHS_[larger],4.0,2016_07
700,Brown_v._Board_of_Education_NHS_[larger],4.0,2016_08
701,Bryce_Canyon_NP,18.0,2014_01
702,Bryce_Canyon_NP,16.0,2014_02
703,Bryce_Canyon_NP,44.0,2014_03
704,Bryce_Canyon_NP,90.0,2014_04
705,Bryce_Canyon_NP,74.0,2014_05
706,Bryce_Canyon_NP,121.0,2014_06
707,Bryce_Canyon_NP,114.0,2014_07
708,Bryce_Canyon_NP,100.0,2014_08
709,Bryce_Canyon_NP,54.0,2014_09
710,Bryce_Canyon_NP,58.0,2014_10
711,Bryce_Canyon_NP,34.0,2014_11
712,Bryce_Canyon_NP,30.0,2014_12
713,Bryce_Canyon_NP,19.0,2015_01
714,Bryce_Canyon_NP,11.0,2015_02
715,Bryce_Canyon_NP,39.0,2015_03
716,Bryce_Canyon_NP,52.0,2015_04
717,Bryce_Canyon_NP,54.0,2015_05
718,Bryce_Canyon_NP,61.0,2015_06
719,Bryce_Canyon_NP,76.0,2015_07
720,Bryce_Canyon_NP,75.0,2015_08
721,Bryce_Canyon_NP,115.0,2015_09
722,Bryce_Canyon_NP,83.0,2015_10
723,Bryce_Canyon_NP,57.0,2015_11
724,Bryce_Canyon_NP,39.0,2015_12
725,Bryce_Canyon_NP,35.0,2016_01
726,Bryce_Canyon_NP,26.0,2016_02
727,Bryce_Canyon_NP,58.0,2016_03
728,Bryce_Canyon_NP,55.0,2016_04
729,Bryce_Canyon_NP,72.0,2016_05
730,Bryce_Canyon_NP,96.0,2016_06
731,Bryce_Canyon_NP,114.0,2016_07
732,Bryce_Canyon_NP,216.0,2016_08
733,Buck_Island_Reef_NM,3.0,2014_04
734,Buck_Island_Reef_NM,5.0,2014_05
735,Buck_Island_Reef_NM,5.0,2014_06
736,Buck_Island_Reef_NM,0.0,2014_07
737,Buck_Island_Reef_NM,0.0,2014_08
738,Buck_Island_Reef_NM,0.0,2014_09
739,Buck_Island_Reef_NM,2.0,2014_10
740,Buck_Island_Reef_NM,0.0,2014_11
741,Buck_Island_Reef_NM,1.0,2014_12
742,Buck_Island_Reef_NM,4.0,2015_01
743,Buck_Island_Reef_NM,1.0,2015_02
744,Buck_Island_Reef_NM,5.0,2015_03
745,Buck_Island_Reef_NM,8.0,2015_04
746,Buck_Island_Reef_NM,2.0,2015_05
747,Buck_Island_Reef_NM,0.0,2015_06
748,Buck_Island_Reef_NM,2.0,2015_07
749,Buck_Island_Reef_NM,0.0,2015_08
750,Buck_Island_Reef_NM,3.0,2015_09
751,Buck_Island_Reef_NM,4.0,2015_10
752,Buck_Island_Reef_NM,2.0,2015_11
753,Buck_Island_Reef_NM,3.0,2015_12
754,Buck_Island_Reef_NM,3.0,2016_01
755,Buck_Island_Reef_NM,0.0,2016_02
756,Buck_Island_Reef_NM,2.0,2016_03
757,Buck_Island_Reef_NM,1.0,2016_04
758,Buck_Island_Reef_NM,0.0,2016_05
759,Buck_Island_Reef_NM,0.0,2016_06
760,Buck_Island_Reef_NM,0.0,2016_07
761,Buck_Island_Reef_NM,1.0,2016_08
762,Cabrillo_NM,55.0,2014_01
763,Cabrillo_NM,35.0,2014_02
764,Cabrillo_NM,48.0,2014_03
765,Cabrillo_NM,44.0,2014_04
766,Cabrillo_NM,42.0,2014_05
767,Cabrillo_NM,61.0,2014_06
768,Cabrillo_NM,61.0,2014_07
769,Cabrillo_NM,73.0,2014_08
770,Cabrillo_NM,64.0,2014_09
771,Cabrillo_NM,46.0,2014_10
772,Cabrillo_NM,55.0,2014_11
773,Cabrillo_NM,51.0,2014_12
774,Cabrillo_NM,58.0,2015_01
775,Cabrillo_NM,47.0,2015_02
776,Cabrillo_NM,69.0,2015_03
777,Cabrillo_NM,71.0,2015_04
778,Cabrillo_NM,68.0,2015_05
779,Cabrillo_NM,53.0,2015_06
780,Cabrillo_NM,59.0,2015_07
781,Cabrillo_NM,76.0,2015_08
782,Cabrillo_NM,76.0,2015_09
783,Cabrillo_NM,61.0,2015_10
784,Cabrillo_NM,73.0,2015_11
785,Cabrillo_NM,46.0,2015_12
786,Cabrillo_NM,70.0,2016_01
787,Cabrillo_NM,69.0,2016_02
788,Cabrillo_NM,78.0,2016_03
789,Cabrillo_NM,80.0,2016_04
790,Cabrillo_NM,60.0,2016_05
791,Cabrillo_NM,68.0,2016_06
792,Cabrillo_NM,75.0,2016_07
793,Cabrillo_NM,79.0,2016_08
794,Canyon_de_Chelly_NM,3.0,2014_01
795,Canyon_de_Chelly_NM,0.0,2014_02
796,Canyon_de_Chelly_NM,7.0,2014_03
797,Canyon_de_Chelly_NM,3.0,2014_04
798,Canyon_de_Chelly_NM,4.0,2014_05
799,Canyon_de_Chelly_NM,8.0,2014_06
800,Canyon_de_Chelly_NM,8.0,2014_07
801,Canyon_de_Chelly_NM,16.0,2014_08
802,Canyon_de_Chelly_NM,13.0,2014_09
803,Canyon_de_Chelly_NM,7.0,2014_10
804,Canyon_de_Chelly_NM,5.0,2014_11
805,Canyon_de_Chelly_NM,3.0,2014_12
806,Canyon_de_Chelly_NM,4.0,2015_01
807,Canyon_de_Chelly_NM,7.0,2015_02
808,Canyon_de_Chelly_NM,13.0,2015_03
809,Canyon_de_Chelly_NM,12.0,2015_04
810,Canyon_de_Chelly_NM,2.0,2015_05
811,Canyon_de_Chelly_NM,2.0,2015_06
812,Canyon_de_Chelly_NM,1.0,2015_07
813,Canyon_de_Chelly_NM,9.0,2015_08
814,Canyon_de_Chelly_NM,3.0,2015_09
815,Canyon_de_Chelly_NM,8.0,2015_10
816,Canyon_de_Chelly_NM,5.0,2015_11
817,Canyon_de_Chelly_NM,1.0,2015_12
818,Canyon_de_Chelly_NM,5.0,2016_01
819,Canyon_de_Chelly_NM,2.0,2016_02
820,Canyon_de_Chelly_NM,7.0,2016_03
821,Canyon_de_Chelly_NM,6.0,2016_04
822,Canyon_de_Chelly_NM,10.0,2016_05
823,Canyon_de_Chelly_NM,14.0,2016_06
824,Canyon_de_Chelly_NM,13.0,2016_07
825,Canyon_de_Chelly_NM,10.0,2016_08
826,Canyonlands_NP,11.0,2014_01
827,Canyonlands_NP,7.0,2014_02
828,Canyonlands_NP,14.0,2014_03
829,Canyonlands_NP,16.0,2014_04
830,Canyonlands_NP,29.0,2014_05
831,Canyonlands_NP,20.0,2014_06
832,Canyonlands_NP,16.0,2014_07
833,Canyonlands_NP,22.0,2014_08
834,Canyonlands_NP,21.0,2014_09
835,Canyonlands_NP,12.0,2014_10
836,Canyonlands_NP,9.0,2014_11
837,Canyonlands_NP,4.0,2014_12
838,Canyonlands_NP,9.0,2015_01
839,Canyonlands_NP,13.0,2015_02
840,Canyonlands_NP,23.0,2015_03
841,Canyonlands_NP,20.0,2015_04
842,Canyonlands_NP,39.0,2015_05
843,Canyonlands_NP,23.0,2015_06
844,Canyonlands_NP,23.0,2015_07
845,Canyonlands_NP,41.0,2015_08
846,Canyonlands_NP,38.0,2015_09
847,Canyonlands_NP,41.0,2015_10
848,Canyonlands_NP,34.0,2015_11
849,Canyonlands_NP,20.0,2015_12
850,Canyonlands_NP,8.0,2016_01
851,Canyonlands_NP,16.0,2016_02
852,Canyonlands_NP,47.0,2016_03
853,Canyonlands_NP,60.0,2016_04
854,Canyonlands_NP,56.0,2016_05
855,Canyonlands_NP,71.0,2016_06
856,Canyonlands_NP,65.0,2016_07
857,Canyonlands_NP,77.0,2016_08
